Title|Author|Genre|Series|Year|Synopsis|Path|ProcessingDate|FileCount|TotalSizeMB|CoverArtFound
El Asesinato De Pitágoras|Marcos Chicot|Historical Thriller|Trilogía del Asesinato (Book 1)|2012|In 530 BC, Pythagoras and his disciples discover a theorem that could change the future of humanity, leading to a shadowy organization attempting to suppress it through a series of murders. In the present day, Inspector Mancuso investigates a series of related crimes, uncovering a conspiracy that spans millennia.|Marcos Chicot\El Asesinato De Pitágoras|2025-10-06 18:01:20|1|678.62|True
El Asesinato De Platón|Marcos Chicot|Historical Thriller|Unknown|2016|Set in ancient Athens in 369 BC, this historical thriller follows Plato and his young disciple Aristocles as they investigate a series of mysterious murders of young athletes. As political tensions rise and the city faces an impending war with Sparta, they must uncover the truth behind the crimes before Athens is plunged into chaos, all while navigating a complex web of philosophy, intrigue, and danger.|Marcos Chicot\El Asesinato De Platón|2025-10-06 18:01:30|1|412.54|True
El Asesinato De Sócrates|Marcos Chicot|Historical Fiction, Thriller, Mystery|Unknown|2016|A historical thriller set in ancient Athens, exploring the mysterious death of Socrates and the political intrigues surrounding it.|Marcos Chicot\El Asesinato De Sócrates|2025-10-06 18:01:40|1|1380.13|True
Meditación Respiración, Posturas Y Ejercicios|Stella Ianantuoni|Self-Help|Unknown|Unknown|This audiobook offers guidance on meditation, covering techniques for breath control, various postures, and practical exercises designed to enhance mindfulness and overall well-being.|Stella Ianantuoni\Meditación Respiración, Posturas Y Ejercicios|2025-10-06 18:01:52|1|103.09|False
Memento Mori: Recuerda Tu Muerte|Humberto Montesinos|Philosophy|Hombres Peligrosos|Unknown|A profound reflection on the concept of 'Memento Mori' (remember your death), encouraging listeners to contemplate their mortality as a means to live a more conscious, purposeful, and fulfilling life.|Humberto Montesinos\Memento Mori Recuerda Tu Muerte|2025-10-06 18:02:02|1|160.21|False
Neuro Oratoria|Jürgen Klaric|Business & Communication, Self-help|Unknown|Unknown|This book by Jürgen Klaric likely explores the application of neuroscience and behavioral understanding to the art of public speaking and communication. It aims to teach techniques for effective oratory, persuasion, and connecting with an audience by leveraging insights into how the human brain processes information and emotions.|Jürgen Klaric\Neuro Oratoria|2025-10-06 18:02:16|1|72.46|True
Noches Blancas|Fiódor Dostoievski|Novela Corta, Romanticismo, Ficción psicológica|Unknown|1848|"Una novela corta de Fiódor Dostoievski que narra la historia de un joven soñador y solitario en San Petersburgo que se enamora de una joven, Nastenka, durante cuatro ""noches blancas"" de verano. La obra explora temas de amor no correspondido, soledad y la naturaleza de la fantasía frente a la realidad."|Fiódor Dostoievski\Noches Blancas|2025-10-06 18:02:25|1|65.92|False
Por Qué El Cielo Es Azul|Javier Fernández Panadero|Popular Science|Unknown|2021|"This book delves into everyday scientific phenomena, using accessible language and examples from physics to explain questions like ""Why is the sky blue?"". It aims to make complex scientific concepts understandable and engaging for a general audience."|Javier Fernández Panadero\Por Qué El Cielo Es Azul|2025-10-06 18:02:41|1|149.17|False
Punto Rojo, Punto Azul|Julio Rojas|Self-help|Unknown|2014|This book by Chilean psychiatrist Julio Rojas explores the dynamics of couple relationships, offering a practical guide to understanding, improving, and enjoying them. It provides insights and tools to navigate the challenges and build stronger, more fulfilling connections between partners.|Julio Rojas\Punto Rojo, Punto Azul|2025-10-06 18:02:50|1|124.2|True
Babel|R.F. Kuang|Dark Academia, Historical Fantasy|Unknown|2022|Robin Swift, an orphan from Canton, is brought to Oxford to study languages at Babel, the Royal Institute of Translation. He discovers Babel's magical power, fueled by silver-working and translation, which maintains British colonial dominance. Grappling with his identity and Babel's morally complex operations, Robin joins a revolution to dismantle the system.|R.F. Kuang\Babel|2025-10-06 18:03:04|1|652.68|True
Las Alianzas. Un Juego De Luz|Stan Lee|Graphic Novel|Las Alianzas|2018|Stan Lee's final creative work introduces a new universe of diverse superheroes who must form an alliance to confront a cosmic menace that threatens all existence.|Stan Lee\Las Alianzas. Un Juego De Luz|2025-10-06 18:03:17|1|290.06|True
Vivir Y Trabajar Con Entusiasmo Vivir Con Alegría En Una Sociedad|Unknown|Self-help|Unknown|Unknown|This audiobook likely provides guidance and inspiration on how to live and work with enthusiasm, cultivate joy, and find happiness in daily life within a societal context. It encourages a positive outlook and strategies for personal fulfillment.|Unknown\Vivir Y Trabajar Con Entusiasmo Vivir Con Alegría En Una Sociedad|2025-10-06 18:10:40|1|146.38|True
El Brillo De Las Luciérnagas|Paul Pen|Psychological Thriller|Unknown|2017|A secluded boy living in a house isolated from the world with his unusual family uncovers a terrifying secret that challenges his perception of reality and those closest to him.|Paul Pen\El Brillo De Las Luciérnagas|2025-10-06 18:13:48|1|570.8|True
Vivir con Tdah|Eric Holt|Psychology|Unknown|2017|This book serves as a comprehensive guide for individuals and families navigating Attention Deficit Hyperactivity Disorder (ADHD). It offers a deep understanding of the condition, explores various symptoms and diagnostic approaches, and provides practical strategies for managing challenges in daily life, relationships, and professional settings. The aim is to empower readers to embrace their condition and transform perceived weaknesses into strengths.|Eric Holt\Vivir Con Tdah|2025-10-06 18:14:19|1|61.29|False
Vivir La Vida Con Sentido|Victor Küppers|Self-help, Personal Development|Unknown|2017|This book offers insights and reflections on how to find purpose, meaning, and happiness in daily life. Victor Küppers encourages readers to focus on attitude, values, and living with enthusiasm and intentionality to achieve a more fulfilling and joyful existence despite life's challenges.|Victor Küppers\Vivir La Vida Con Sentido|2025-10-06 18:14:31|1|139.35|False
Lolita|Vladimir Nabokov|Literary Fiction|Unknown|Unknown|Unknown|Vladimir Nabokov\Lolita|2025-10-06 18:19:36|1|437.09|True
Cómo Dar Un Examen Y Aprobar Una Oposición: Los Secretos Del Alto|Unknown|Self-Help|Unknown|Unknown|"This book provides strategies and ""secrets"" for successfully preparing for and passing academic or competitive public service examinations (oposiciones). It aims to equip readers with effective study methods, test-taking techniques, and insights to excel in their evaluations."|Unknown\Cómo Dar Un Examen Y Aprobar Una Oposición Los Secretos Del Alto|2025-10-06 18:25:51|1|25.01|False
Cómo Estudiar: Guía Esencial Del Estudiante Para Aprender Y Aprobar|J.M. Ledesma|Study Guide|Unknown|2019|This essential guide provides students with strategies and techniques to improve their study habits, enhance learning effectiveness, and achieve academic success in their studies and exams.|J.M. Ledesma\Cómo Estudiar Guía Esencial Del Estudiante Para Aprender Y Aprobar|2025-10-06 18:26:06|1|24.35|False
Técnicas De Estudio Para Personas Con Dislexia|Mauricio Fau|Education|Unknown|Unknown|This book provides strategies and methods for individuals with dyslexia to improve their study habits and learning effectiveness.|Mauricio Fau\Técnicas De Estudio Para Personas Con Dislexia|2025-10-06 18:26:22|1|8.68|False
21 Secretos Para Hacerte Millonario|Brian Tracy|Self-help, Business|Unknown|2001|This book, by motivational speaker and author Brian Tracy, outlines 21 principles or strategies derived from the habits and mindsets of self-made millionaires. It aims to provide practical advice and actionable steps for readers to achieve financial success and build wealth by adopting these proven strategies.|Brian Tracy\21 Secretos Para Hacerte Millonario|2025-10-06 18:26:32|1|38.74|False
Cómo Dejar De Sobrepensar: Descubre Los Secretos Para Reducir La Ansiedad, Mejorar Tu Salud Mental, Disfrutar Más De La Vida Y Ser Feliz|Chase Hill|Autoayuda, Salud Mental, Desarrollo Personal|Unknown|2022|Este libro ofrece estrategias y secretos para reducir la ansiedad, mejorar la salud mental, disfrutar más de la vida y alcanzar la felicidad, ayudando a los lectores a dejar de sobrepensar.|Chase Hill\Cómo Dejar De Sobrepensar Descubre Los Secretos Para Reducir La Ansiedad, Mejorar Tu Salud Mental, Disfrutar Más De La Vida Y Ser Feliz|2025-10-06 18:26:42|1|104.71|True
Control De La Ira Para Padres En Español & Terapia Cognitivo Conductual|Unknown|Self-Help|Unknown|Unknown|This audiobook offers strategies and guidance for parents on managing anger, incorporating principles of Cognitive Behavioral Therapy (CBT), presented in Spanish.|Unknown\Control De La Ira Para Padres En Español & Terapia Cognitivo Conductual|2025-10-06 18:26:52|1|67.12|False
Cómo Hablar Con Cualquiera|Chase Hill|Self-help, Communication Skills|Unknown|2021|This book offers practical advice and techniques to help individuals improve their communication skills, overcome social anxiety, and confidently engage in conversations with anyone. It covers topics like active listening, starting and maintaining discussions, building rapport, and developing the confidence to connect with others in various social situations.|Chase Hill\Cómo Hablar Con Cualquiera|2025-10-06 18:27:02|1|119.07|True
El Gran Gatsby|F. Scott Fitzgerald|Literary Fiction|Unknown|Unknown|A classic novel set in the Roaring Twenties, it follows the enigmatic millionaire Jay Gatsby and his unrequited love for the beautiful Daisy Buchanan, exploring themes of wealth, ambition, illusion, and the American Dream.|F. Scott Fitzgerald\El Gran Gatsby|2025-10-06 18:27:11|1|141.66|False
El Mundo De Sofía|Jostein Gaarder|Philosophical Fiction|Unknown|1991|A young girl named Sophie Amundsen receives a series of mysterious letters from an unknown philosopher, taking her on a journey through the entire history of Western philosophy, from the ancient Greeks to modern existentialism, while also uncovering a larger mystery about her own existence.|Jostein Gaarder\El Mundo De Sofía|2025-10-06 18:27:21|1|525.25|True
Marte rojo|Kim Stanley Robinson|Science Fiction|Mars Trilogy|1992|Chronicles the first human colonization of Mars, focusing on the scientific, political, and personal struggles of the initial hundred colonists as they attempt to terraform the planet while facing increasing tensions between different factions and Earth.|Kim Stanley Robinson\Marte Rojo|2025-10-06 18:27:30|9|1193.07|False
Neuromarketing: Deciphering The Secrets Of The Consumer Mind|Unknown|Business/Marketing|Unknown|Unknown|This book delves into the field of neuromarketing, exploring how insights from neuroscience and psychology can be used to understand and influence consumer behavior, revealing the underlying mechanisms of the consumer mind.|Unknown\Neuromarketing Deciphering The Secrets Of The Consumer Mind|2025-10-06 18:27:43|1|178.82|False
Nuestra Salud Digestiva|Fabio Damian Nachman, José María Sanguinetti|Health|Unknown|Unknown|Unknown|Fabio Damian Nachman, José María Sanguinetti\Nuestra Salud Digestiva|2025-10-06 18:27:53|1|97.17|False
Pasos De Gigante|Brian Tracy|Self-Help|Unknown|Unknown|Focuses on strategies for personal and professional growth, emphasizing goal setting, time management, and taking decisive action to achieve significant success. It provides actionable steps to overcome obstacles and maximize potential.|Brian Tracy\Pasos De Gigante|2025-10-06 18:28:03|1|133.33|False
Rebelión En La Granja|George Orwell|Dystopian Political Satire|Unknown|1945|An allegorical novella by George Orwell, it tells the story of a group of farm animals who rebel against their human farmer, hoping to create a society where the animals can be equal, free, and happy. The rebellion is ultimately betrayed, and the farm ends up under the dictatorship of a pig named Napoleon, illustrating the corruption of power and the failure of revolution.|George Orwell\Rebelión En La Granja|2025-10-06 18:28:17|1|99.01|False
